Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,Age_Group,Attrition_Status,Satisfaction_level,Wlb_Label
40,Male,Married,Finance,Manager,2,"? 12,536.00",69,18,5,6,2,5,4,4,Yes,7,48,10,4,1,2,9,3,No,40-49,0,Very High,Average
37,Male,Single,Sales,Assistant,4,"? 3,519.00",48,26,2,0,3,4,4,31,Yes,8,52,11,1,1,3,45,1,No,30-39,0,High,Good
49,Male,Single,Marketing,Analyst,3,"? 11,000.00",79,1,6,0,1,1,2,79,Yes,6,41,9,1,3,3,33,3,No,40-49,0,Very Low,Poor
37,Female,Single,IT,Executive,3,"? 18,241.00",42,26,1,1,1,4,3,91,Yes,6,51,11,2,3,4,21,2,No,30-39,0,High,Poor
50,Female,Married,Marketing,Manager,3,"? 15,967.00",55,14,7,6,1,4,2,65,Yes,7,42,0,4,3,1,32,3,No,50-59,0,High,Poor
57,Male,Single,Marketing,Executive,3,"? 14,806.00",43,29,3,6,2,1,3,34,No,2,54,4,3,4,2,11,2,No,50-59,0,Very Low,Average
51,Female,Married,Marketing,Analyst,4,"? 16,246.00",46,23,2,8,3,4,2,7,Yes,3,48,0,1,3,3,6,2,No,50-59,0,High,Good
30,Male,Single,HR,Assistant,2,"? 9,467.00",83,12,11,2,1,3,1,56,Yes,1,31,9,2,2,1,10,3,No,30-39,0,Medium,Poor
44,Female,Married,Marketing,Manager,5,"? 9,071.00",48,1,7,2,4,5,4,24,Yes,8,35,0,1,2,3,2,4,No,40-49,0,Very High,Excellent
52,Female,Divorced,Finance,Assistant,3,"? 17,347.00",73,18,9,7,2,4,1,22,Yes,3,38,6,4,3,1,44,2,No,50-59,0,High,Average
57,Female,Single,HR,Manager,5,"? 4,822.00",75,17,1,5,2,5,2,35,No,3,41,18,2,3,3,40,2,Yes,50-59,1,Very High,Average
27,Female,Married,HR,Assistant,5,"? 18,382.00",66,14,6,2,2,2,3,24,No,1,44,0,2,3,3,34,1,No,20-29,0,Low,Average
30,Female,Divorced,Marketing,Analyst,5,"? 4,184.00",77,12,8,7,1,4,2,16,Yes,6,34,0,2,4,1,39,1,Yes,30-39,1,High,Poor
41,Female,Divorced,Finance,Analyst,3,"? 17,599.00",40,28,2,2,2,2,3,62,Yes,3,35,15,1,3,1,8,3,Yes,40-49,1,Low,Average
43,Female,Single,IT,Assistant,3,"? 19,763.00",91,1,5,5,2,5,4,63,Yes,4,47,0,4,4,2,42,4,No,40-49,0,Very High,Average
36,Female,Married,Marketing,Analyst,3,"? 17,760.00",26,19,13,0,3,1,2,89,Yes,1,39,2,2,2,2,26,4,No,30-39,0,Very Low,Good
31,Female,Single,HR,Assistant,3,"? 11,807.00",36,4,13,3,2,5,3,36,Yes,2,50,1,3,4,1,38,2,No,30-39,0,Very High,Average
51,Female,Divorced,IT,Manager,1,"? 3,435.00",87,5,12,5,1,3,2,84,No,1,49,17,4,1,1,31,2,No,50-59,0,Medium,Poor
34,Female,Single,IT,Analyst,2,"? 8,017.00",70,5,4,4,2,3,1,4,No,6,40,7,3,2,2,41,1,No,30-39,0,Medium,Average
35,Male,Married,HR,Manager,1,"? 4,547.00",20,2,10,3,3,5,3,23,No,9,38,17,3,2,1,30,4,Yes,30-39,1,Very High,Good
41,Female,Divorced,IT,Assistant,4,"? 11,643.00",50,11,12,9,2,5,3,73,No,9,33,8,2,4,3,43,1,No,40-49,0,Very High,Average
47,Male,Single,Finance,Manager,1,"? 18,773.00",88,3,3,0,1,2,1,65,Yes,7,37,11,2,3,1,19,1,Yes,40-49,1,Low,Poor
39,Female,Single,Finance,Executive,1,"? 7,355.00",73,8,10,3,4,2,4,89,No,6,40,6,2,4,4,16,3,No,30-39,0,Low,Excellent
52,Male,Single,Marketing,Assistant,1,"? 18,157.00",73,2,8,0,2,4,2,72,No,1,53,4,2,1,1,2,2,No,50-59,0,High,Average
29,Male,Single,Marketing,Analyst,2,"? 18,710.00",82,4,2,9,1,2,4,47,Yes,3,58,2,4,4,2,33,4,No,20-29,0,Low,Poor
59,Male,Single,IT,Analyst,5,"? 3,711.00",66,7,1,3,2,1,2,29,No,7,57,9,1,2,4,21,2,No,50-59,0,Very Low,Average
51,Female,Divorced,HR,Executive,4,"? 14,881.00",82,25,1,2,2,1,2,38,Yes,5,38,9,4,4,4,46,3,No,50-59,0,Very Low,Average
52,Female,Divorced,Finance,Assistant,4,"? 10,439.00",91,19,10,6,1,2,2,99,No,9,31,19,4,4,1,33,1,No,50-59,0,Low,Poor
21,Female,Married,Sales,Assistant,2,"? 17,521.00",94,19,5,5,2,5,3,62,No,7,38,2,2,4,1,28,4,Yes,20-29,1,Very High,Average
52,Female,Single,Marketing,Assistant,1,"? 9,020.00",65,7,9,5,1,5,2,95,No,3,57,12,4,3,4,49,1,No,50-59,0,Very High,Poor
52,Male,Married,Finance,Assistant,5,"? 11,358.00",82,8,4,9,4,1,2,56,Yes,1,35,1,4,4,2,12,1,No,50-59,0,Very Low,Excellent
32,Female,Divorced,IT,Manager,3,"? 9,286.00",40,14,7,2,2,5,1,71,Yes,7,36,9,3,2,2,19,1,No,30-39,0,Very High,Average
49,Female,Single,Finance,Assistant,2,"? 7,588.00",87,4,2,5,4,3,1,60,Yes,8,33,11,2,1,2,4,4,Yes,40-49,1,Medium,Excellent
52,Female,Married,Finance,Manager,5,"? 10,511.00",55,14,3,2,1,5,3,2,Yes,3,48,19,3,2,4,13,3,No,50-59,0,Very High,Poor
32,Female,Single,IT,Manager,2,"? 8,457.00",89,1,10,6,2,1,4,3,Yes,8,35,16,2,3,3,22,1,Yes,30-39,1,Very Low,Average
45,Female,Single,Marketing,Analyst,2,"? 4,108.00",19,5,11,1,2,4,3,88,No,6,30,0,2,3,3,23,3,No,40-49,0,High,Average
41,Female,Married,Marketing,Assistant,3,"? 14,130.00",67,11,9,8,2,2,4,48,No,1,53,10,2,1,4,33,1,No,40-49,0,Low,Average
58,Female,Divorced,Sales,Manager,5,"? 12,526.00",52,15,5,9,3,2,1,90,No,1,41,15,3,3,4,8,1,No,50-59,0,Low,Good
21,Female,Married,Sales,Assistant,1,"? 8,826.00",67,20,6,1,2,4,4,15,Yes,1,54,14,1,1,1,19,1,No,20-29,0,High,Average
57,Male,Married,Marketing,Executive,5,"? 4,719.00",70,14,3,0,3,3,2,22,Yes,3,57,4,1,1,4,14,1,No,50-59,0,Medium,Good
58,Male,Married,Marketing,Manager,5,"? 5,860.00",33,27,13,3,4,3,3,25,No,2,48,16,3,3,2,22,2,No,50-59,0,Medium,Excellent
45,Female,Single,Marketing,Analyst,1,"? 12,162.00",79,24,6,7,1,4,1,78,No,1,47,1,4,3,1,40,1,No,40-49,0,High,Poor
34,Female,Divorced,Marketing,Assistant,3,"? 14,704.00",83,13,11,6,3,5,1,25,No,6,33,10,2,2,3,17,1,Yes,30-39,1,Very High,Good
53,Female,Divorced,Finance,Analyst,5,"? 3,066.00",67,7,13,5,2,1,1,24,Yes,4,52,7,4,2,3,35,2,No,50-59,0,Very Low,Average
59,Female,Single,Sales,Manager,1,"? 6,605.00",33,18,11,9,2,3,4,41,Yes,2,48,14,4,2,1,46,1,No,50-59,0,Medium,Average
30,Male,Divorced,IT,Manager,2,"? 19,724.00",80,6,10,6,3,3,3,74,Yes,5,33,12,1,2,3,18,4,No,30-39,0,Medium,Good
22,Male,Married,HR,Analyst,2,"? 19,485.00",62,20,8,3,3,4,3,76,No,2,37,12,1,4,2,22,2,Yes,20-29,1,High,Good
25,Female,Divorced,IT,Assistant,1,"? 14,577.00",80,7,14,7,3,4,2,43,Yes,1,43,16,3,1,2,14,4,No,20-29,0,High,Good
28,Male,Single,HR,Manager,2,"? 19,284.00",87,9,10,3,4,3,4,0,Yes,3,30,9,2,3,3,29,2,No,20-29,0,Medium,Excellent
25,Male,Divorced,Finance,Executive,5,"? 16,239.00",32,23,1,9,2,5,3,35,Yes,3,31,6,3,1,2,7,2,No,20-29,0,Very High,Average
28,Female,Single,Sales,Analyst,1,"? 4,133.00",94,2,10,7,1,2,4,94,No,8,39,19,2,1,2,29,1,No,20-29,0,Low,Poor
58,Female,Married,HR,Manager,5,"? 16,743.00",53,8,8,4,3,2,1,21,Yes,7,42,3,4,3,1,20,3,No,50-59,0,Low,Good
50,Female,Single,Marketing,Assistant,4,"? 13,918.00",87,6,8,8,1,2,2,99,Yes,3,50,5,4,2,3,25,4,No,50-59,0,Low,Poor
51,Male,Divorced,Finance,Manager,3,"? 8,149.00",65,9,7,6,3,2,2,4,No,3,36,9,2,2,4,36,1,No,50-59,0,Low,Good
31,Male,Married,HR,Assistant,3,"? 18,832.00",37,7,4,9,3,3,3,18,Yes,7,36,15,1,1,2,13,4,No,30-39,0,Medium,Good
27,Female,Divorced,Marketing,Assistant,3,"? 8,091.00",47,5,1,9,4,3,3,94,Yes,2,50,19,3,1,1,38,3,Yes,20-29,1,Medium,Excellent
27,Female,Single,Finance,Manager,1,"? 19,768.00",74,24,10,5,3,2,3,86,Yes,7,30,12,4,2,4,9,4,No,20-29,0,Low,Good
47,Male,Married,HR,Executive,4,"? 3,008.00",73,23,2,1,1,2,3,60,Yes,2,44,12,1,2,1,26,2,Yes,40-49,1,Low,Poor
39,Male,Single,Marketing,Assistant,3,"? 16,263.00",40,17,12,5,2,5,4,85,No,2,46,8,3,1,2,18,3,Yes,30-39,1,Very High,Average
26,Female,Divorced,Sales,Analyst,5,"? 3,978.00",31,27,13,0,2,5,4,56,No,3,51,16,4,4,4,10,3,Yes,20-29,1,Very High,Average
30,Male,Single,Finance,Assistant,3,"? 14,368.00",67,21,10,1,4,5,2,94,No,7,53,5,2,1,3,18,4,No,30-39,0,Very High,Excellent
39,Female,Divorced,HR,Assistant,4,"? 6,744.00",92,7,3,4,2,1,1,20,Yes,7,53,11,1,3,4,40,2,No,30-39,0,Very Low,Average
35,Female,Divorced,Marketing,Executive,5,"? 9,930.00",91,16,5,6,2,5,2,66,No,2,46,7,4,1,2,24,4,No,30-39,0,Very High,Average
23,Male,Married,Sales,Assistant,5,"? 4,788.00",57,26,3,0,3,5,1,52,Yes,2,50,4,4,4,2,7,3,No,20-29,0,Very High,Good
25,Male,Married,Marketing,Manager,1,"? 13,199.00",62,23,14,1,4,3,1,59,Yes,3,57,18,1,2,1,19,2,No,20-29,0,Medium,Excellent
41,Male,Single,Sales,Executive,1,"? 11,304.00",96,11,13,3,1,2,3,60,Yes,8,49,14,2,4,1,22,3,No,40-49,0,Low,Poor
45,Female,Divorced,HR,Assistant,2,"? 18,067.00",34,14,8,8,3,5,1,74,No,2,31,17,3,4,1,13,4,No,40-49,0,Very High,Good
22,Female,Divorced,Marketing,Manager,4,"? 6,766.00",49,3,6,7,4,5,4,11,Yes,4,38,19,4,2,1,1,2,No,20-29,0,Very High,Excellent
33,Female,Married,Marketing,Manager,5,"? 9,155.00",47,21,3,9,4,5,2,41,Yes,6,54,11,4,4,4,3,2,Yes,30-39,1,Very High,Excellent
30,Female,Married,IT,Assistant,4,"? 14,734.00",95,8,2,8,2,3,3,88,Yes,5,41,4,2,3,4,43,1,Yes,30-39,1,Medium,Average
37,Female,Married,Finance,Analyst,3,"? 4,363.00",90,15,14,3,2,1,4,47,Yes,3,48,10,2,4,2,42,4,Yes,30-39,1,Very Low,Average
31,Female,Married,Marketing,Analyst,3,"? 14,111.00",16,25,3,6,4,4,2,84,No,3,42,19,4,3,3,42,4,No,30-39,0,High,Excellent
42,Male,Single,Sales,Assistant,2,"? 13,485.00",48,9,2,2,3,2,2,70,No,8,48,8,1,2,2,2,2,No,40-49,0,Low,Good
31,Female,Single,Finance,Assistant,5,"? 18,609.00",90,16,12,7,3,3,3,94,No,4,39,5,2,3,1,14,4,Yes,30-39,1,Medium,Good
32,Female,Single,HR,Manager,5,"? 9,652.00",46,26,3,6,2,3,4,74,No,3,36,8,4,1,3,16,4,No,30-39,0,Medium,Average
44,Female,Single,Finance,Assistant,2,"? 6,375.00",35,21,9,7,3,3,1,64,No,4,41,7,4,4,1,45,1,No,40-49,0,Medium,Good
38,Female,Married,IT,Assistant,3,"? 15,151.00",19,18,1,8,2,5,4,77,No,9,57,19,4,4,2,10,2,No,30-39,0,Very High,Average
55,Male,Single,HR,Manager,5,"? 19,251.00",42,8,3,5,1,3,2,46,No,3,39,4,3,3,2,12,4,No,50-59,0,Medium,Poor
27,Female,Single,Marketing,Assistant,4,"? 8,632.00",62,7,7,3,1,4,1,22,Yes,5,31,12,2,4,1,45,2,No,20-29,0,High,Poor
48,Male,Single,HR,Assistant,5,"? 6,432.00",83,20,2,2,4,3,4,99,Yes,9,30,16,4,1,1,41,4,No,40-49,0,Medium,Excellent
51,Male,Married,HR,Assistant,3,"? 19,074.00",84,21,13,2,3,1,1,42,Yes,7,44,17,2,4,3,2,4,No,50-59,0,Very Low,Good
37,Female,Divorced,IT,Manager,5,"? 8,438.00",97,28,12,5,1,2,2,68,No,2,32,3,4,2,3,40,1,No,30-39,0,Low,Poor
25,Female,Married,Sales,Assistant,5,"? 17,942.00",54,10,3,7,2,5,1,39,Yes,6,51,2,3,2,1,3,1,No,20-29,0,Very High,Average
37,Male,Divorced,HR,Analyst,1,"? 18,653.00",20,12,6,7,2,2,3,55,No,9,31,12,2,4,4,37,3,No,30-39,0,Low,Average
38,Male,Divorced,Sales,Assistant,5,"? 10,688.00",28,12,12,7,4,2,4,68,Yes,6,43,13,2,3,4,49,1,No,30-39,0,Low,Excellent
41,Female,Single,Finance,Analyst,2,"? 8,893.00",81,27,2,8,1,3,2,65,No,3,30,11,4,3,4,25,1,No,40-49,0,Medium,Poor
56,Male,Single,IT,Assistant,2,"? 3,307.00",25,27,1,0,2,3,2,37,Yes,5,31,18,2,3,2,34,2,Yes,50-59,1,Medium,Average
51,Female,Single,Marketing,Manager,4,"? 12,538.00",53,10,10,6,4,5,4,69,Yes,5,57,0,4,2,3,34,3,Yes,50-59,1,Very High,Excellent
22,Female,Married,HR,Analyst,5,"? 16,919.00",55,2,2,9,1,5,4,80,Yes,6,43,7,3,4,2,23,4,Yes,20-29,1,Very High,Poor
47,Male,Married,Sales,Assistant,4,"? 10,809.00",38,25,11,8,3,2,1,4,No,5,48,1,4,2,1,34,4,No,40-49,0,Low,Good
29,Female,Single,HR,Assistant,3,"? 8,736.00",57,12,12,1,2,5,2,77,Yes,1,54,19,4,2,4,6,2,No,20-29,0,Very High,Average
54,Female,Married,IT,Assistant,3,"? 15,998.00",96,6,13,3,4,3,1,99,Yes,4,33,2,3,4,3,7,4,Yes,50-59,1,Medium,Excellent
48,Female,Married,Marketing,Assistant,1,"? 11,055.00",88,25,4,5,1,4,4,59,No,6,40,2,4,1,3,29,3,Yes,40-49,1,High,Poor
34,Male,Divorced,Finance,Manager,1,"? 11,109.00",40,24,5,3,4,3,1,46,No,9,56,16,4,1,1,24,4,Yes,30-39,1,Medium,Excellent
52,Male,Married,Finance,Executive,5,"? 16,916.00",43,1,1,8,3,2,4,91,Yes,1,34,11,2,3,1,4,1,No,50-59,0,Low,Good
26,Male,Divorced,Sales,Analyst,5,"? 12,704.00",16,29,4,9,3,3,2,75,Yes,7,38,18,2,2,3,37,1,No,20-29,0,Medium,Good
31,Female,Single,Finance,Assistant,4,"? 18,296.00",44,9,5,0,1,1,2,96,Yes,2,53,6,3,2,2,25,3,No,30-39,0,Very Low,Poor
49,Male,Married,Sales,Manager,4,"? 5,283.00",88,25,4,8,3,4,4,39,No,2,39,9,4,4,1,43,1,No,40-49,0,High,Good
40,Male,Divorced,Marketing,Executive,5,"? 10,552.00",90,20,2,9,3,4,2,23,Yes,4,44,9,3,3,1,3,4,No,40-49,0,High,Good
50,Male,Married,HR,Manager,5,"? 15,216.00",98,16,1,0,1,3,2,17,No,7,38,17,2,4,3,20,4,No,50-59,0,Medium,Poor
43,Female,Divorced,IT,Assistant,1,"? 4,382.00",71,17,4,0,4,5,4,74,Yes,9,35,6,4,1,4,4,2,No,40-49,0,Very High,Excellent
39,Female,Divorced,Marketing,Executive,1,"? 12,175.00",73,20,14,4,4,2,1,88,Yes,7,48,19,3,2,4,32,2,Yes,30-39,1,Low,Excellent
56,Male,Married,Marketing,Analyst,1,"? 5,526.00",33,6,2,0,3,5,4,82,No,3,31,4,2,1,4,23,3,Yes,50-59,1,Very High,Good
23,Male,Single,Finance,Analyst,5,"? 18,012.00",68,4,14,9,2,3,4,67,No,9,35,5,1,4,2,42,4,No,20-29,0,Medium,Average
47,Male,Divorced,Finance,Manager,4,"? 15,006.00",84,9,10,8,2,2,1,61,No,4,57,3,4,2,3,15,4,No,40-49,0,Low,Average
39,Female,Single,IT,Analyst,2,"? 14,711.00",37,20,9,5,1,4,4,6,Yes,6,32,13,3,2,2,15,2,No,30-39,0,High,Poor
43,Male,Married,HR,Analyst,2,"? 5,687.00",97,26,4,8,3,2,4,81,Yes,4,49,0,1,4,3,2,2,No,40-49,0,Low,Good
51,Female,Married,Marketing,Executive,4,"? 6,156.00",47,8,14,4,1,1,4,14,Yes,3,37,18,4,3,4,13,2,No,50-59,0,Very Low,Poor
55,Female,Single,Finance,Analyst,4,"? 19,959.00",80,18,3,5,3,3,1,78,Yes,1,58,9,2,1,1,45,3,No,50-59,0,Medium,Good
53,Female,Married,Marketing,Executive,4,"? 14,039.00",93,12,7,1,3,3,4,65,Yes,2,30,8,3,4,4,30,3,No,50-59,0,Medium,Good
55,Male,Divorced,HR,Executive,1,"? 3,402.00",25,7,11,8,1,5,3,35,Yes,3,39,7,4,3,1,12,4,No,50-59,0,Very High,Poor
21,Male,Single,Sales,Executive,3,"? 11,444.00",32,8,14,2,2,1,1,58,Yes,8,48,5,3,2,1,15,4,No,20-29,0,Very Low,Average
34,Female,Married,HR,Analyst,5,"? 4,629.00",79,22,3,4,3,5,1,70,Yes,7,34,4,4,1,2,13,4,Yes,30-39,1,Very High,Good
53,Female,Married,Marketing,Manager,1,"? 18,293.00",46,10,10,7,4,1,3,28,Yes,8,56,10,4,2,1,1,3,No,50-59,0,Very Low,Excellent
55,Female,Single,Marketing,Manager,2,"? 5,709.00",18,29,12,4,3,4,4,24,Yes,1,54,14,1,3,3,40,4,No,50-59,0,High,Good
25,Female,Divorced,IT,Analyst,5,"? 18,724.00",50,22,8,9,2,2,4,54,Yes,4,36,2,4,4,4,30,3,No,20-29,0,Low,Average
58,Male,Single,Marketing,Executive,4,"? 15,956.00",71,24,5,3,4,4,4,20,Yes,6,32,9,3,3,3,7,3,Yes,50-59,1,High,Excellent
31,Male,Married,Finance,Analyst,2,"? 14,523.00",47,3,4,3,4,2,2,48,Yes,9,37,17,4,3,4,7,4,Yes,30-39,1,Low,Excellent
22,Female,Married,IT,Assistant,4,"? 7,043.00",28,18,1,4,4,5,2,11,No,2,38,12,4,1,1,16,2,No,20-29,0,Very High,Excellent
37,Female,Single,Marketing,Manager,4,"? 5,659.00",62,9,5,2,2,1,1,7,No,8,47,16,1,1,1,47,4,No,30-39,0,Very Low,Average
59,Female,Divorced,HR,Executive,4,"? 8,241.00",51,24,9,9,4,2,4,84,Yes,5,36,15,3,2,1,17,1,No,50-59,0,Low,Excellent
40,Male,Divorced,Marketing,Analyst,5,"? 19,003.00",19,26,8,3,3,4,1,40,Yes,1,50,11,2,2,3,12,3,No,40-49,0,High,Good
34,Female,Divorced,HR,Executive,2,"? 16,828.00",64,5,14,4,3,3,3,23,Yes,3,35,15,1,3,4,35,2,No,30-39,0,Medium,Good
52,Male,Single,HR,Assistant,2,"? 12,170.00",75,13,14,3,3,3,4,35,No,5,34,13,3,3,4,15,3,No,50-59,0,Medium,Good
54,Female,Divorced,Marketing,Executive,4,"? 6,816.00",83,5,4,2,2,3,4,1,No,3,55,9,1,1,1,22,3,No,50-59,0,Medium,Average
45,Male,Divorced,HR,Assistant,1,"? 3,568.00",52,22,9,0,3,5,1,28,Yes,8,31,16,1,3,3,44,1,No,40-49,0,Very High,Good
27,Male,Divorced,Sales,Manager,3,"? 15,830.00",60,22,7,1,3,4,4,12,No,5,52,18,4,3,1,46,4,Yes,20-29,1,High,Good
55,Female,Divorced,IT,Executive,1,"? 7,105.00",29,2,2,8,3,2,2,88,No,6,50,8,2,3,1,28,3,No,50-59,0,Low,Good
49,Male,Married,Marketing,Analyst,5,"? 15,444.00",51,7,11,9,2,4,4,6,No,1,30,13,1,4,1,27,3,No,40-49,0,High,Average
42,Male,Single,Sales,Executive,3,"? 5,772.00",41,3,7,1,4,4,2,39,No,8,49,5,3,4,3,32,2,No,40-49,0,High,Excellent
33,Male,Single,HR,Executive,1,"? 15,428.00",15,24,4,1,3,5,4,99,Yes,6,51,15,1,1,1,37,1,No,30-39,0,Very High,Good
33,Male,Divorced,HR,Assistant,2,"? 7,054.00",43,9,13,4,2,2,1,58,No,6,59,17,2,1,4,26,2,No,30-39,0,Low,Average
21,Female,Single,IT,Assistant,1,"? 3,136.00",86,3,5,9,4,2,4,57,No,2,53,0,1,4,3,6,3,Yes,20-29,1,Low,Excellent
56,Female,Single,Sales,Analyst,4,"? 7,771.00",21,22,1,8,4,4,1,99,No,4,34,4,4,1,3,12,4,No,50-59,0,High,Excellent
24,Female,Married,Sales,Manager,5,"? 5,324.00",43,24,11,2,1,4,3,10,Yes,4,32,10,4,1,2,47,1,No,20-29,0,High,Poor
57,Female,Single,Marketing,Manager,1,"? 14,947.00",45,6,14,8,3,3,4,28,Yes,7,31,7,3,4,1,33,2,No,50-59,0,Medium,Good
33,Female,Married,HR,Assistant,1,"? 12,571.00",52,10,4,3,4,4,3,16,No,3,56,1,1,4,4,27,3,No,30-39,0,High,Excellent
58,Male,Single,Finance,Analyst,3,"? 12,124.00",22,3,2,2,1,1,1,12,No,5,59,12,2,2,2,30,1,Yes,50-59,1,Very Low,Poor
44,Male,Married,Marketing,Executive,4,"? 15,037.00",51,20,9,4,4,3,4,8,Yes,3,31,15,2,1,2,9,2,No,40-49,0,Medium,Excellent
39,Male,Married,Marketing,Analyst,3,"? 19,013.00",73,9,12,6,2,1,3,93,No,7,48,8,1,1,4,7,4,No,30-39,0,Very Low,Average
21,Male,Single,Marketing,Analyst,5,"? 10,260.00",93,12,12,6,3,4,2,41,No,1,55,13,3,3,1,29,1,Yes,20-29,1,High,Good
58,Female,Married,IT,Analyst,5,"? 9,784.00",68,12,14,1,4,4,2,8,Yes,4,32,19,1,4,4,22,2,No,50-59,0,High,Excellent
25,Female,Married,IT,Manager,4,"? 10,303.00",72,16,8,6,2,5,3,20,Yes,2,32,16,4,4,3,49,4,No,20-29,0,Very High,Average
36,Male,Single,Marketing,Executive,3,"? 17,446.00",40,11,3,6,2,4,2,77,No,3,48,16,4,1,4,34,4,Yes,30-39,1,High,Average
44,Female,Married,Finance,Analyst,4,"? 12,259.00",62,12,7,1,3,5,2,26,No,6,42,4,3,1,3,9,1,No,40-49,0,Very High,Good
47,Male,Married,Sales,Manager,3,"? 19,594.00",25,17,7,9,4,5,4,54,Yes,3,37,18,4,3,4,36,1,No,40-49,0,Very High,Excellent
21,Male,Married,Sales,Manager,2,"? 13,582.00",37,4,13,8,3,2,2,34,No,6,54,10,3,4,3,9,3,Yes,20-29,1,Low,Good
54,Female,Married,HR,Assistant,4,"? 9,504.00",48,10,6,7,2,5,2,90,Yes,8,51,11,1,3,1,5,3,No,50-59,0,Very High,Average
56,Female,Married,Sales,Executive,5,"? 18,690.00",47,17,3,1,1,2,3,39,No,2,49,17,1,4,3,42,3,No,50-59,0,Low,Poor
24,Female,Divorced,Sales,Analyst,3,"? 15,795.00",95,8,9,5,4,2,2,88,No,6,56,6,2,3,3,28,1,No,20-29,0,Low,Excellent
20,Female,Married,Finance,Executive,2,"? 9,396.00",16,7,9,7,4,3,1,11,No,2,32,7,1,2,1,9,1,No,20-29,0,Medium,Excellent
59,Female,Married,Sales,Assistant,5,"? 18,129.00",75,23,6,8,3,2,3,71,Yes,7,56,8,2,4,4,9,3,No,50-59,0,Low,Good
31,Female,Married,Finance,Assistant,3,"? 14,042.00",18,18,3,0,4,3,4,28,No,8,46,9,4,3,4,33,1,No,30-39,0,Medium,Excellent
55,Female,Married,IT,Analyst,2,"? 4,723.00",26,26,4,6,2,3,3,4,Yes,9,48,2,4,3,2,41,3,No,50-59,0,Medium,Average
42,Male,Single,Finance,Manager,5,"? 11,323.00",43,22,5,9,4,3,2,59,No,6,50,18,3,2,3,38,2,Yes,40-49,1,Medium,Excellent
50,Female,Divorced,IT,Assistant,5,"? 18,595.00",56,24,9,4,3,4,1,18,Yes,2,42,4,4,4,4,39,3,Yes,50-59,1,High,Good
30,Male,Single,Finance,Manager,2,"? 13,301.00",97,24,3,8,3,5,2,34,No,7,40,14,2,4,4,5,4,No,30-39,0,Very High,Good
29,Male,Divorced,Marketing,Assistant,5,"? 11,594.00",71,21,9,8,2,5,2,45,Yes,6,30,14,2,3,2,49,3,No,20-29,0,Very High,Average
22,Female,Married,IT,Executive,3,"? 8,595.00",64,8,5,2,2,1,3,45,No,2,30,12,2,3,3,38,1,No,20-29,0,Very Low,Average
33,Male,Married,IT,Analyst,3,"? 12,809.00",80,29,6,9,1,1,2,44,No,6,51,7,1,1,3,11,2,No,30-39,0,Very Low,Poor
35,Female,Divorced,Sales,Assistant,5,"? 19,362.00",21,2,2,6,3,4,1,38,No,5,58,8,1,4,1,37,1,No,30-39,0,High,Good
29,Male,Divorced,IT,Executive,1,"? 3,269.00",71,14,2,2,1,2,4,40,Yes,9,47,14,3,3,1,8,2,No,20-29,0,Low,Poor
48,Male,Single,Finance,Assistant,2,"? 16,365.00",60,16,14,3,1,1,3,88,Yes,1,56,2,4,3,2,29,4,Yes,40-49,1,Very Low,Poor
29,Male,Divorced,Marketing,Analyst,1,"? 18,969.00",36,20,12,7,4,1,1,17,No,4,47,13,3,2,2,11,2,No,20-29,0,Very Low,Excellent
31,Female,Married,Marketing,Executive,3,"? 9,772.00",25,10,12,0,1,3,2,58,No,5,51,12,2,1,1,46,4,No,30-39,0,Medium,Poor
49,Male,Single,Sales,Manager,5,"? 5,348.00",47,18,2,3,1,1,2,86,No,7,54,1,2,1,1,45,4,No,40-49,0,Very Low,Poor
20,Male,Divorced,Finance,Assistant,4,"? 13,175.00",68,5,7,3,1,5,4,29,Yes,8,54,11,1,2,2,48,3,No,20-29,0,Very High,Poor
24,Male,Divorced,Finance,Assistant,4,"? 9,058.00",34,16,13,2,1,3,1,64,No,3,39,17,3,1,4,29,3,No,20-29,0,Medium,Poor
39,Female,Single,HR,Executive,1,"? 7,522.00",19,11,11,1,1,4,1,89,Yes,7,51,15,3,2,1,37,1,No,30-39,0,High,Poor
27,Male,Divorced,IT,Analyst,1,"? 5,163.00",82,19,11,7,2,4,4,83,Yes,7,39,8,3,1,4,46,1,No,20-29,0,High,Average
31,Female,Married,Sales,Assistant,1,"? 16,874.00",28,6,6,5,1,4,2,40,Yes,5,49,6,1,4,1,13,1,Yes,30-39,1,High,Poor
20,Male,Single,Marketing,Executive,3,"? 18,577.00",17,7,7,1,2,3,2,84,No,4,54,0,2,4,1,31,3,No,20-29,0,Medium,Average
39,Male,Divorced,HR,Analyst,3,"? 7,163.00",96,22,13,7,2,1,2,54,No,9,40,4,1,1,3,46,4,No,30-39,0,Very Low,Average
47,Male,Married,Finance,Assistant,5,"? 13,982.00",72,11,3,7,4,1,3,58,Yes,6,42,16,3,4,3,49,4,No,40-49,0,Very Low,Excellent
